PBIUSI,Genus,species,Country,State_Prov,Sec_Subdiv,Locality,Lat,Lon,Start_Date,End_Date,Collector,Sex,Inst_Code,Project,Type,Det_By,Det_Date,Det_History,Spec_Notes,Loc_Notes,Accuracy,Coll_Method,Pres_Method,Spec_Count,Lat_Lon_Method,Lat_Lon_Accuracy,Elev_m,Elev_f,Elev_Det,Trip_Code,Dissections,Illustrations,Measurements,Photos,SEM,DNA,OrigUSI,Family,Subfamily,Tribe,Macro_Habitat,Micro_Habitat,Host_Family,Host_Genus,Host_species,Host_subspecies,Host_Author,Host_Common_Name,Host_Relation,Host_Location,Host_Emergence_Date,Host_with_Specimen
AMNH_BEE 00167994,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167995,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167996,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167997,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167998,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00167999,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00168000,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00168001,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00168002,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00168003,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00168004,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00168005,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00168006,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00168007,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169267,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169268,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169269,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169270,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169271,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169294,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169295,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169296,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169297,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169298,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169299,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169300,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169301,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169302,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169303,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169304,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169305,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169306,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169307,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169308,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169309,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169310,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169311,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169312,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169313,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169314,Macropis,nuda,USA,New York,Albany,"Huyck Preserve, Rensselaerville",42.5201,-74.1442,7/10/1973,11-Jul-73,"K. C. Rozen, R. J. McGinley",Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,also used Huyck Preserve website,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
